Normal Train SISNR,Normal Test SISNR,Normal Train CL Loss,Normal-few Train SISNR,Normal-few Test SISNR,Normal-few Train CL Loss,SimSiam Train SISNR,SimSiam Test SISNR,SimSiam Train CL Loss,SimSiam-few Train SISNR,SimSiam-few Test SISNR,SimSiam-few Train CL Loss,SimSiam-pretrain Train SISNR,SimSiam-pretrain Test SISNR,SimSiam-pretrain Train CL Loss,SimSiam-round Train SISNR,SimSiam-round Test SISNR,SimSiam-round Train CL Loss
7.319317013,6.819561323,-0.584273143,9.119996102,4.028553304,-0.513218897,9.519271165,8.746148348,-0.962358415,11.49649411,5.445721906,-0.946881438,13.11666098,8.704889774,-0.351653891,12.03037381,9.322780816,-0.356662097
7.374839008,6.989622784,-0.58301788,9.281340661,3.979888846,-0.517102547,9.534073949,8.763212808,-0.961899366,11.45270889,5.365411224,-0.945734809,12.97735605,8.705470141,-0.343498554,11.99364632,9.395690107,-0.363795273
7.42981413,6.925095344,-0.588771008,9.320014492,4.241846655,-0.513576497,9.525667816,8.871040765,-0.962175643,11.46604858,5.346119715,-0.944750384,13.13726515,9.026484696,-0.343329113,12.03826097,9.227637728,-0.360778862
7.36358121,6.966366784,-0.588294879,9.401632063,4.044216622,-0.514434678,9.569444537,8.799538859,-0.962877942,11.36133212,5.486702867,-0.943064467,13.1429601,8.333790469,-0.333893585,12.04262045,9.264578319,-0.347778644
7.432476431,6.920034059,-0.584919048,9.344976948,4.176127652,-0.513225343,9.512001425,8.653146974,-0.962542117,11.50464682,5.650321277,-0.945283028,13.16876525,8.454135029,-0.334383771,12.01566511,9.234405533,-0.353854212
7.389585719,6.989708233,-0.582035273,9.25832853,3.956924329,-0.509496469,9.555556625,8.763518707,-0.962733142,11.60386421,5.431224992,-0.944699189,13.10504287,8.967329963,-0.327672815,12.05856562,9.166928816,-0.349054743
7.438815266,6.878011552,-0.587087089,9.428688111,4.040197033,-0.512663505,9.589462787,8.807101878,-0.962621162,11.6037597,5.728436964,-0.944459246,12.98769,8.761273535,-0.337804067,12.11513782,9.230502828,-0.350372639
7.394931778,7.094193157,-0.582743993,9.474651306,4.081978241,-0.507575174,9.687830746,8.635990175,-0.962485684,11.43297651,5.524552712,-0.945687375,13.10716206,8.518060335,-0.342232204,11.99539122,9.252044201,-0.352888727
7.341110513,6.970527299,-0.583192119,9.441811254,4.208902733,-0.50776566,9.681970328,8.775867359,-0.962440787,11.65542516,5.347080668,-0.944928331,13.1030522,8.589503757,-0.343246474,12.10167858,9.221927802,-0.342513916
7.423269108,6.897262637,-0.578797936,9.401154949,4.021807496,-0.50829912,9.677590102,8.6050728,-0.962798923,11.60643267,5.470926154,-0.94605592,13.19123301,8.703769811,-0.344024519,12.10399026,9.214348571,-0.345669189
7.419457197,6.929179955,-0.581774529,9.386713643,4.191534027,-0.503262554,9.628443509,8.641841698,-0.961724954,11.5668762,5.483014533,-0.945576152,13.11076704,8.805777272,-0.339978838,12.14437428,9.66065735,-0.354230056
7.581447169,6.926761723,-0.586408123,9.321822536,4.117563064,-0.501471876,9.697174847,8.821602519,-0.961333172,11.59733698,5.179029608,-0.9449366,13.04820558,8.887488484,-0.339167686,12.15689364,9.394856461,-0.355382634
7.553827628,7.07349445,-0.584889431,9.361998343,4.07147741,-0.50208915,9.684951931,8.645906107,-0.962375745,11.54492763,5.671563245,-0.943792251,13.15881181,8.537249327,-0.348680201,12.28208029,9.543886852,-0.358125877
7.726060271,6.964216415,-0.584880425,9.400894042,3.979136285,-0.500615632,9.677520961,9.018872428,-0.960499655,11.45918379,5.668888828,-0.944334069,13.19006678,8.519354018,-0.335968824,12.06877601,9.427646542,-0.346316653
7.628158152,6.988322361,-0.58519043,9.470791448,4.191868139,-0.500179639,9.692433536,9.023764348,-0.962288136,11.58088176,5.386452323,-0.942757051,13.20081598,8.593712838,-0.352639675,12.31561026,9.534926613,-0.35309409
7.760842949,7.029999669,-0.587072447,9.545412125,4.060953051,-0.503002016,9.696430683,8.645355304,-0.962007422,11.58307202,5.540592458,-0.944898938,13.21927166,8.232753301,-0.340442128,12.15206242,9.297903124,-0.354042694
7.470102534,7.047449692,-0.580225309,9.486947029,4.098794268,-0.501007642,9.701427221,8.775746655,-0.961831545,11.59068821,5.467036722,-0.942908302,13.1653761,8.725447035,-0.343379559,12.21336427,9.240550661,-0.34976645
7.571783602,7.003401081,-0.582593147,9.524639283,4.135737889,-0.497280664,9.661522329,8.537176553,-0.960861178,11.66182032,5.737948678,-0.944496791,13.23598856,8.369458532,-0.353136508,12.17101306,9.485085042,-0.346805548
7.778795972,7.135905385,-0.583722934,9.627834043,4.096638435,-0.497521626,9.628446102,8.779711318,-0.960729523,11.57945688,5.501974421,-0.944779961,13.09400356,8.629148769,-0.343101661,12.2093544,9.514143483,-0.347418151
7.690209702,7.087201397,-0.585485635,9.64782238,3.9453392,-0.497093825,9.666745365,8.569595329,-0.960375004,11.69782989,5.083361678,-0.945041124,13.30124253,8.989609122,-0.349375247,12.2201868,9.290793268,-0.356428237
7.731985435,7.187779641,-0.586200172,9.534277824,4.308962718,-0.491838093,9.641058445,8.864138587,-0.962049671,11.72967431,5.461658496,-0.944590436,13.20346379,8.519697857,-0.342924425,12.2435264,9.340030877,-0.357999356
7.649628252,7.15332524,-0.582160603,9.608175185,4.094366532,-0.495240111,9.70636636,8.831848685,-0.962084057,11.67745532,5.281336194,-0.944813415,13.10866031,9.229755386,-0.330922489,12.08057952,9.349541052,-0.341478764
7.702066213,6.998086047,-0.584090045,9.655865823,3.950945935,-0.493359243,9.798106641,8.593030739,-0.962675439,11.68854566,5.354729449,-0.944887386,13.24624711,8.671596821,-0.33523588,12.15754879,9.206167364,-0.348794051
7.807431951,7.110208106,-0.588403406,9.636859925,4.030349371,-0.491151849,9.709635913,8.590858229,-0.962297918,11.62716619,5.389611049,-0.943905694,13.14043966,8.18598299,-0.338253411,12.22849447,9.365703607,-0.35336178
7.74816072,7.169960427,-0.58111058,9.721687994,3.819897907,-0.491729239,9.806598306,8.730751753,-0.960786322,11.64387617,5.461531915,-0.945792865,13.33026671,8.759949931,-0.344673077,12.25733301,9.564588642,-0.348147985
7.679989502,7.014913813,-0.582123702,9.711135741,4.212605279,-0.489456593,9.778366774,8.732709972,-0.961293226,11.66675435,4.951729245,-0.94603611,13.24220437,8.247024504,-0.338984976,12.27968767,9.256732694,-0.346410496
7.840585485,7.097792784,-0.587650463,9.654547661,4.101132863,-0.485325829,9.793720186,8.491073386,-0.96193378,11.665573,5.332008613,-0.944658764,13.17691681,8.726380356,-0.339708247,12.30569756,9.153227623,-0.360175801
7.807099089,6.88942217,-0.588762671,9.670649498,4.203664416,-0.487257393,9.72420013,8.957637382,-0.962394563,11.55049681,5.306976212,-0.944670637,13.29120502,8.434743651,-0.344057073,12.37699005,9.281417084,-0.361535033
